Rolling,Lower Bound,Upper Bound,Shift,p-value
45,9,28,25,0.6044196676222389
45,9,28,30,0.6350940232673867
45,9,28,35,0.8136914479166617
45,9,28,40,0.8437408905892237
45,9,28,45,0.48270714008038895
45,9,28,50,0.4868950886601394
45,9,32,0,0.5182920660362142
45,9,32,5,0.5079121311211701
45,9,32,10,0.5075022517013348
45,9,32,15,0.5276157569578978
45,9,32,20,0.5228012540763185
45,9,32,25,0.5996222071738393
45,9,32,30,0.6373789982283239
45,9,32,35,0.8144107526064316
45,9,32,40,0.841561024429547
45,9,32,45,0.4761598712456194
45,9,32,50,0.48042691914803726
45,9,36,0,0.5182860471357869
45,9,36,5,0.5078364193851842
45,9,36,10,0.5074187504120151
45,9,36,15,0.5275274944366816
45,9,36,20,0.5227338754543852
45,9,36,25,0.5962019922045825
45,9,36,30,0.6391508825682563
45,9,36,35,0.8147917686617334
45,9,36,40,0.8399441373505153
45,9,36,45,0.4713504862240374
45,9,36,50,0.47567207354500596
45,9,40,0,0.5182830409883314
45,9,40,5,0.5077983784012015
45,9,40,10,0.5073765269421024
45,9,40,15,0.5274825841000901
45,9,40,20,0.5226992477493504
45,9,40,25,0.5944711023288294
45,9,40,30,0.6400848422291667
45,9,40,35,0.8149371519374341
45,9,40,40,0.8390924246929441
45,9,40,45,0.4688498686327983
45,9,40,50,0.4731853758183543
45,9,44,0,0.518280237039773
45,9,44,5,0.5077628252349076
45,9,44,10,0.507336975186443
45,9,44,15,0.5274404234196404
45,9,44,20,0.522666625471095
45,9,44,25,0.5928626488538136
45,9,44,30,0.6409720444805777
45,9,44,35,0.815040974731158
45,9,44,40,0.8382886231654676
45,9,44,45,0.4665109101541497
45,9,44,50,0.47085474311701436
45,9,48,0,0.5182772753870903
45,9,48,5,0.5076519891890838
45,9,48,10,0.5072951584429658
45,9,48,15,0.5273958217055199
45,9,48,20,0.5226320779165605
45,9,48,25,0.5911870051596428
45,9,48,30,0.6419133706949554
45,9,48,35,0.8151160213849771
45,9,48,40,0.8374449691268524
45,9,48,45,0.46407819607010714
45,9,48,50,0.46842897846559983
45,9,52,0,0.5182753428741201
45,9,52,5,0.5076273490787278
45,9,52,10,0.507267349260128
45,9,52,15,0.5273658901129585
45,9,52,20,0.522608567994745
45,9,52,25,0.5900454227117735
45,9,52,30,0.6425738382882011
45,9,52,35,0.815148393775118
45,9,52,40,0.83684720536587
45,9,52,45,0.46235651430808833
45,9,52,50,0.4667011830684282
45,9,300,0,0.5182736708009528
45,9,300,5,0.5076028644903685
45,9,300,10,0.5072363094202548
45,9,300,15,0.5273289865626665
45,9,300,20,0.522576286360831
45,9,300,25,0.5883362313501503
45,9,300,30,0.6436656972386173
45,9,300,35,0.8151309718182004
45,9,300,40,0.835779451286518
45,9,300,45,0.45925373041864337
45,9,300,50,0.46353716816870794
45,10,12,0,0.5285463080909635
45,10,12,5,0.49047408473224985
45,10,12,10,0.48342914437599893
45,10,12,15,0.5161509589028276
45,10,12,20,0.5177245127886617
45,10,12,25,0.6268172226178077
45,10,12,30,0.6400375753829972
45,10,12,35,0.8210714600102922
45,10,12,40,0.8529990823203427
45,10,12,45,0.5528703432473588
45,10,12,50,0.5561550684542462
45,10,16,0,0.511996084315125
45,10,16,5,0.5017087823108475
45,10,16,10,0.49640143255145475
45,10,16,15,0.5252509072972116
45,10,16,20,0.5224638967477964
45,10,16,25,0.6276188634865909
45,10,16,30,0.6533161361216853
45,10,16,35,0.828143423618434
45,10,16,40,0.848764268197123
45,10,16,45,0.5266371648621522
45,10,16,50,0.5300316809366988
45,10,20,0,0.5117294519954882
45,10,20,5,0.5130680553857023
45,10,20,10,0.5094565281124122
45,10,20,15,0.5325983827250256
45,10,20,20,0.5275867683271644
45,10,20,25,0.6211312493254435
45,10,20,30,0.6647685344475792
45,10,20,35,0.8282551897882395
45,10,20,40,0.8408259082346377
45,10,20,45,0.5051044011552063
45,10,20,50,0.5086723567589061
45,10,24,0,0.5112411863658014
45,10,24,5,0.5243011300561558
45,10,24,10,0.5216984549455554
45,10,24,15,0.5393881885289137
45,10,24,20,0.5326632756413231
45,10,24,25,0.6161969938267258
45,10,24,30,0.6731315628923787
45,10,24,35,0.8264548077888243
45,10,24,40,0.8353277815562576
45,10,24,45,0.49062358555910035
45,10,24,50,0.4942038297982231
45,10,28,0,0.5119582980188269
45,10,28,5,0.5261630571589087
45,10,28,10,0.5240031146325503
45,10,28,15,0.5401687715331338
45,10,28,20,0.5332621946559681
45,10,28,25,0.6126957629065244
45,10,28,30,0.6787432548009337
45,10,28,35,0.8246902994580888
45,10,28,40,0.8317912863984209
45,10,28,45,0.48131077453119
45,10,28,50,0.4848745312595786
45,10,32,0,0.5126587986254256
45,10,32,5,0.5261791016831324
45,10,32,10,0.5243124750603823
45,10,32,15,0.5400351464661524
45,10,32,20,0.5331573790745916
45,10,32,25,0.6099517815173737
45,10,32,30,0.6829462460210663
45,10,32,35,0.8231293863602004
45,10,32,40,0.8292230337953331
45,10,32,45,0.47460795976921455
45,10,32,50,0.47825029396386043
45,10,36,0,0.5126449826791892
45,10,36,5,0.5260801019131383
45,10,36,10,0.5242104127000482
45,10,36,15,0.5399347035058868
45,10,36,20,0.5330783094370108
45,10,36,25,0.6078743691695114
45,10,36,30,0.6860196893496515
45,10,36,35,0.8219023335731741
45,10,36,40,0.8273738255961663
45,10,36,45,0.4697381959854391
45,10,36,50,0.4734227152392063
45,10,40,0,0.5126375488969783
45,10,40,5,0.526026512177964
45,10,40,10,0.5241547932709624
45,10,40,15,0.5398796067380358
45,10,40,20,0.5330344843642632
45,10,40,25,0.6067094211103639
45,10,40,30,0.6877179171948479
45,10,40,35,0.8211695182086955
45,10,40,40,0.8263483176859505
45,10,40,45,0.4670078156373534
45,10,40,50,0.470699529014892
45,10,44,0,0.512630162063352
45,10,44,5,0.5259732036462968
45,10,44,10,0.5240993773358446
45,10,44,15,0.5398246273257994
45,10,44,20,0.5329906443030621
45,10,44,25,0.6055416573870562
45,10,44,30,0.6893915771816266
45,10,44,35,0.8204249265770744
45,10,44,40,0.8253430472305563
45,10,44,45,0.4643167449747655
45,10,44,50,0.4680113715828207
45,10,48,0,0.5126224442341876
45,10,48,5,0.5259174908807971
45,10,48,10,0.5240414139898097
45,10,48,15,0.5397670752916242
45,10,48,20,0.5329446922196707
45,10,48,25,0.6043171267441507
45,10,48,30,0.6911141782534767
45,10,48,35,0.8196382191612391
45,10,48,40,0.8243158128689085
45,10,48,45,0.46155273863334667
45,10,48,50,0.465247805718342
45,10,52,0,0.5126182333828444
45,10,52,5,0.5258866378283009
45,10,52,10,0.5240088406017692
45,10,52,15,0.5397342771181113
45,10,52,20,0.532917942255744
45,10,52,25,0.6035873516857111
45,10,52,30,0.6921468463611664
45,10,52,35,0.8191476283075578
45,10,52,40,0.8236853067067399
45,10,52,45,0.4598334825054319
45,10,52,50,0.4635127158016573
45,10,300,0,0.512614884218977
45,10,300,5,0.5258574160745384
45,10,300,10,0.5239733326236958
45,10,300,15,0.5396941059774367
45,10,300,20,0.532880981210234
45,10,300,25,0.6024631876655648
45,10,300,30,0.6938571017755841
45,10,300,35,0.8182573508619574
45,10,300,40,0.8225511400149418
45,10,300,45,0.4566797731108838
45,10,300,50,0.46028340840639703
60,0,12,0,0.8872993380032038
60,0,12,5,0.8647151633440507
60,0,12,10,0.7865285532999801
60,0,12,15,0.8744235821450078
60,0,12,20,0.9397737829416267
60,0,12,25,0.9662248293450664
60,0,12,30,0.9802323731101706
60,0,12,35,0.9829584816719307
60,0,12,40,0.8144237687556621
60,0,12,45,0.8500528278365045
60,0,12,50,0.9893396837336512
60,0,16,0,0.863563833911515
60,0,16,5,0.829752150386509
60,0,16,10,0.7598117519557962
60,0,16,15,0.8480159429761174
60,0,16,20,0.9099228939838394
60,0,16,25,0.937681530074611
60,0,16,30,0.912051531036087
60,0,16,35,0.9120925464238714
60,0,16,40,0.7580800234112283
60,0,16,45,0.7910039296985345
60,0,16,50,0.9891043623326388
60,0,20,0,0.8213081100592189
60,0,20,5,0.7910508382924812
60,0,20,10,0.7269288169114285
60,0,20,15,0.8141992191328482
60,0,20,20,0.8717483040174832
60,0,20,25,0.9140640339689837
60,0,20,30,0.8607160826123434
60,0,20,35,0.8604628050047279
60,0,20,40,0.7157520733677118
60,0,20,45,0.7479056632701429
60,0,20,50,0.982732334157611
60,0,24,0,0.7848553452155367
60,0,24,5,0.7576293991629407
60,0,24,10,0.6977321119852435
60,0,24,15,0.7831993408854793
60,0,24,20,0.836906719157976
60,0,24,25,0.892051296305799
60,0,24,30,0.8433494054361702
60,0,24,35,0.8430625428354446
60,0,24,40,0.7018111989847416
60,0,24,45,0.7338107165094625
60,0,24,50,0.9920226946669912
60,0,28,0,0.7686465390712254
60,0,28,5,0.7436843924532419
60,0,28,10,0.6858554887548194
60,0,28,15,0.7682963803838159
60,0,28,20,0.8201261994356523
60,0,28,25,0.891782606252548
60,0,28,30,0.8433547545504467
60,0,28,35,0.84306812414875
60,0,28,40,0.7018178020673691
60,0,28,45,0.7338169189158887
60,0,28,50,0.9881609658053538
60,0,32,0,0.7548256569649436
60,0,32,5,0.7315294437261548
60,0,32,10,0.6752686143982523
60,0,32,15,0.7541724093823499
60,0,32,20,0.8042348737023373
60,0,32,25,0.8917854863017871
60,0,32,30,0.8433589032984693
60,0,32,35,0.8430724575610986
60,0,32,40,0.701822936784813
60,0,32,45,0.7338217466446368
60,0,32,50,0.988161326858665
60,0,36,0,0.7466665890096198
60,0,36,5,0.723905545039226
60,0,36,10,0.6683900106459817
60,0,36,15,0.7453352685422613
60,0,36,20,0.7945706190540974
60,0,36,25,0.8917873200539072
60,0,36,30,0.8433615600258894
60,0,36,35,0.8430752488708346
60,0,36,40,0.7018262643246274
60,0,36,45,0.7338248934556941
60,0,36,50,0.9881615634780259
60,0,40,0,0.7460928788761301
60,0,40,5,0.7239363375603673
60,0,40,10,0.6687174717425974
60,0,40,15,0.7453369450569574
60,0,40,20,0.7945722303698416
60,0,40,25,0.8917887264898294
60,0,40,30,0.8433635780725719
60,0,40,35,0.8430773472139823
60,0,40,40,0.7018287400673201
60,0,40,45,0.7338272087392265
60,0,40,50,0.9881617355765218
60,0,44,0,0.7459686503915888
60,0,44,5,0.7239456726220391
60,0,44,10,0.6687927831202388
60,0,44,15,0.7453380343932487
60,0,44,20,0.7945732784570814
60,0,44,25,0.8917896416688718
60,0,44,30,0.8433648879741621
60,0,44,35,0.8430787053964747
60,0,44,40,0.7018303373948397
60,0,44,45,0.7338286970626717
60,0,44,50,0.9881618457688888
60,0,48,0,0.7459691151054302
60,0,48,5,0.7239460486620881
60,0,48,10,0.6687932422202802
60,0,48,15,0.7453386612436617
60,0,48,20,0.7945738830379051
60,0,48,25,0.8917901708465488
60,0,48,30,0.8433656472005225
60,0,48,35,0.8430794944416935
60,0,48,40,0.7018312665141769
60,0,48,45,0.7338295637132513
60,0,48,50,0.9881619099951405
60,0,52,0,0.745969424723266
60,0,52,5,0.7239462999166582
60,0,52,10,0.6687935500768118
60,0,52,15,0.7453390830828975
60,0,52,20,0.7945742913230687
60,0,52,25,0.8917905294514027
60,0,52,30,0.8433661634722003
60,0,52,35,0.843080032801598
60,0,52,40,0.7018319015407923
60,0,52,45,0.7338301570086014
60,0,52,50,0.9881619540311343
60,0,300,0,0.745970201048971
60,0,300,5,0.7239469423349145
60,0,300,10,0.6687943550436837
60,0,300,15,0.745340210145293
60,0,300,20,0.7945754050390188
60,0,300,25,0.8917915273064062
60,0,300,30,0.8433676277543151
60,0,300,35,0.8430815881049389
60,0,300,40,0.701833747593301
60,0,300,45,0.7338318921154816
60,0,300,50,0.9881620835612905
60,1,12,0,0.8139867176023243
60,1,12,5,0.7704872856792305
60,1,12,10,0.6921297995372917
60,1,12,15,0.7495204700939518
60,1,12,20,0.7973041524536594
60,1,12,25,0.7908079278488322
60,1,12,30,0.7601709140664223
60,1,12,35,0.7521455662033458
60,1,12,40,0.5361963769266102
60,1,12,45,0.581740475055619
60,1,12,50,0.7965419806710009
60,1,16,0,0.7812573977245825
60,1,16,5,0.7340519643624346
60,1,16,10,0.6622025929462858
60,1,16,15,0.7199191370592509
60,1,16,20,0.7633097547819528
60,1,16,25,0.7652341155801825
60,1,16,30,0.6898511680080867
60,1,16,35,0.6815552872426601
60,1,16,40,0.4475783536171941
60,1,16,45,0.48668508128114285
60,1,16,50,0.7845865112777741
60,1,20,0,0.7375176783654616
60,1,20,5,0.6960832267227313
60,1,20,10,0.627804596069664
60,1,20,15,0.6849923582223689
60,1,20,20,0.7247847039953723
60,1,20,25,0.7420310905587588
60,1,20,30,0.609839510088332
60,1,20,35,0.5960318016915369
60,1,20,40,0.40238430890670573
60,1,20,45,0.4366162522187794
60,1,20,50,0.7933021180963287
60,1,24,0,0.705315855790607
60,1,24,5,0.666712337919354
60,1,24,10,0.601094316272379
60,1,24,15,0.6568445319887786
60,1,24,20,0.6941946600394928
60,1,24,25,0.7249923064064099
60,1,24,30,0.5901424905538268
60,1,24,35,0.5759923526756137
60,1,24,40,0.39396895743136096
60,1,24,45,0.4272126497216784
60,1,24,50,0.8273919017624056
60,1,28,0,0.6914520026872077
60,1,28,5,0.6546800352296034
60,1,28,10,0.590088209218218
60,1,28,15,0.6421713859764757
60,1,28,20,0.6782226448917519
60,1,28,25,0.724994824711638
60,1,28,30,0.5902170196591087
60,1,28,35,0.5760943131530096
60,1,28,40,0.3940441132272222
60,1,28,45,0.4272894751273043
60,1,28,50,0.8273992058126725
60,1,32,0,0.6790365660395903
60,1,32,5,0.6424910811654049
60,1,32,10,0.5797574912814086
60,1,32,15,0.6283511292217133
60,1,32,20,0.6632389093016922
60,1,32,25,0.7249967524579751
60,1,32,30,0.5902739224256324
60,1,32,35,0.5761722437528642
60,1,32,40,0.3941018659061549
60,1,32,45,0.42734862856737343
60,1,32,50,0.8274048370781779
60,1,36,0,0.6741650164439343
60,1,36,5,0.6374160144598473
60,1,36,10,0.5755497194577104
60,1,36,15,0.6226054922551058
60,1,36,20,0.6571179597197772
60,1,36,25,0.7249979939010235
60,1,36,30,0.5903106052068487
60,1,36,35,0.5762226705359293
60,1,36,40,0.3941394830512479
60,1,36,45,0.42738732279190983
60,1,36,50,0.8274085345799758
60,1,40,0,0.674315515305413
60,1,40,5,0.6382148982839049
60,1,40,10,0.5762918106910357
60,1,40,15,0.6226078120760641
60,1,40,20,0.6571203731174429
60,1,40,25,0.7249989341632144
60,1,40,30,0.5903380099002751
60,1,40,35,0.576259867597843
60,1,40,40,0.39416692927645847
60,1,40,45,0.4274151814122228
60,1,40,50,0.8274111600436207
60,1,44,0,0.6743166809878376
60,1,44,5,0.6382160794472653
60,1,44,10,0.5762933546809563
60,1,44,15,0.6226094355702291
60,1,44,20,0.6571220642543212
60,1,44,25,0.7249995946953927
60,1,44,30,0.5903572285128313
60,1,44,35,0.5762859393019619
60,1,44,40,0.394186173115023
60,1,44,45,0.42743469545970203
60,1,44,50,0.8274129967953723
60,1,48,0,0.6743172076446289
60,1,48,5,0.6382166152220377
60,1,48,10,0.5762940585064897
60,1,48,15,0.6226101792543903
60,1,48,20,0.6571228426404786
60,1,48,25,0.7249999004281206
60,1,48,30,0.5903661561124023
60,1,48,35,0.5762981024448681
60,1,48,40,0.39419517688723993
60,1,48,45,0.4274438451578676
60,1,48,50,0.827413859703382
60,1,52,0,0.6743176841087194
60,1,52,5,0.6382171007984656
60,1,52,10,0.5762946977917757
60,1,52,15,0.622610856201594
60,1,52,20,0.6571235526717241
60,1,52,25,0.7250001800449964
60,1,52,30,0.5903743329063571
60,1,52,35,0.5763092635508218
60,1,52,40,0.3942034508033687
60,1,52,45,0.42745226146592263
60,1,52,50,0.8274146541533651
60,1,300,0,0.674318768191562
60,1,300,5,0.6382182328852628
60,1,300,10,0.5762962295632293
60,1,300,15,0.6226125209995956
60,1,300,20,0.6571253426716088
60,1,300,25,0.7250009024793573
60,1,300,30,0.5903959171687027
60,1,300,35,0.5763393578375438
60,1,300,40,0.3942259372239941
60,1,300,45,0.4274752946882354
60,1,300,50,0.8274168429012687
60,2,12,0,0.7820148987418085
60,2,12,5,0.7280706940748164
60,2,12,10,0.6550503264532217
60,2,12,15,0.7005383906804103
60,2,12,20,0.7453714512060556
60,2,12,25,0.7345650712182459
60,2,12,30,0.6614176289408931
60,2,12,35,0.6980384242322595
60,2,12,40,0.4249437615417515
60,2,12,45,0.4726641929960016
60,2,12,50,0.7812164994766742
60,2,16,0,0.7339387589790113
60,2,16,5,0.6834542963203933
60,2,16,10,0.615801924939783
60,2,16,15,0.6613404104475601
60,2,16,20,0.7014366193614378
60,2,16,25,0.7074441546769202
60,2,16,30,0.5094703257910291
60,2,16,35,0.5291363661789411
60,2,16,40,0.3573431495062769
60,2,16,45,0.39359609588449407
60,2,16,50,0.7690674285895798
60,2,20,0,0.68964690282425
60,2,20,5,0.6428182669858784
60,2,20,10,0.5797910196626499
60,2,20,15,0.6244190367328933
60,2,20,20,0.661097994707919
60,2,20,25,0.6807311925789169
60,2,20,30,0.4402225226148172
60,2,20,35,0.4538528606269224
60,2,20,40,0.33403517788708037
60,2,20,45,0.3657038787515332
60,2,20,50,0.7891027003490179
60,2,24,0,0.6630823122428955
60,2,24,5,0.617089838031788
60,2,24,10,0.557890898161663
60,2,24,15,0.6002400478668801
60,2,24,20,0.634624700829657
60,2,24,25,0.6666881007211651
60,2,24,30,0.4361903253797208
60,2,24,35,0.4496924946091043
60,2,24,40,0.33273802424177373
60,2,24,45,0.364135070663956
60,2,24,50,0.8230939808096488
60,2,28,0,0.6501799881614444
60,2,28,5,0.6044639714699107
60,2,28,10,0.5474923782542926
60,2,28,15,0.5863025098296202
60,2,28,20,0.6191724421786116
60,2,28,25,0.666682956969965
60,2,28,30,0.4363004804616982
60,2,28,35,0.44986765688230024
60,2,28,40,0.33277573860485404
60,2,28,45,0.3641814474332048
60,2,28,50,0.8231027476220931
60,2,32,0,0.6382077547086317
60,2,32,5,0.5914602616927107
60,2,32,10,0.5377492057949136
60,2,32,15,0.5734721744720743
60,2,32,20,0.6049193810787072
60,2,32,25,0.6666792735754314
60,2,32,30,0.43638058126439405
60,2,32,35,0.4499952158403575
60,2,32,40,0.3328037108939184
60,2,32,45,0.3642158589836061
60,2,32,50,0.823109200184434
60,2,36,0,0.6366105867383667
60,2,36,5,0.5899274856576644
60,2,36,10,0.5366946845421994
60,2,36,15,0.5713786685096038
60,2,36,20,0.6026079772631974
60,2,36,25,0.6666767643123308
60,2,36,30,0.43643566532609357
60,2,36,35,0.45008289274199365
60,2,36,40,0.3328231513309312
60,2,36,45,0.3642397389028146
60,2,36,50,0.823113644298367
60,2,40,0,0.6369613147557689
60,2,40,5,0.5905467366289966
60,2,40,10,0.5372307759944757
60,2,40,15,0.5713810368422785
60,2,40,20,0.6026105517863504
60,2,40,25,0.6666749514224766
60,2,40,30,0.43647527589651036
60,2,40,35,0.45014517558948874
60,2,40,40,0.3328368980385315
60,2,40,45,0.3642563927516804
60,2,40,50,0.823116687926287
60,2,44,0,0.6369625820641684
60,2,44,5,0.5905485966317933
60,2,44,10,0.5372323874669793
60,2,44,15,0.5713826821974965
60,2,44,20,0.6026123433965005
60,2,44,25,0.666673691773135
60,2,44,30,0.4365029589117736
60,2,44,35,0.4501887413637976
60,2,44,40,0.3328465684992625
60,2,44,45,0.36426810480445637
60,2,44,50,0.8231188217845921
60,2,48,0,0.6369632031078274
60,2,48,5,0.5905495123527369
60,2,48,10,0.5372331854342338
60,2,48,15,0.5713835015442562
60,2,48,20,0.6026132404953237
60,2,48,25,0.6666730588729617
60,2,48,30,0.43651697814521395
60,2,48,35,0.45021090887211934
60,2,48,40,0.3328515166378881
60,2,48,45,0.36427410872991284
60,2,48,50,0.823119915767313
60,2,52,0,0.6369638087602805
60,2,52,5,0.5905504065982095
60,2,52,10,0.5372339660343847
60,2,52,15,0.5713843043835579
60,2,52,20,0.6026141209219142
60,2,52,25,0.666672437576022
60,2,52,30,0.4365307853781707
60,2,52,35,0.45023276763043796
60,2,52,40,0.3328564095087738
60,2,52,45,0.36428004753479815
60,2,52,50,0.8231209969697806
60,2,300,0,0.6369650386919874
60,2,300,5,0.5905522765781057
60,2,300,10,0.5372356522878946
60,2,300,15,0.5713860926752974
60,2,300,20,0.6026161397052914
60,2,300,25,0.6666709765375712
60,2,300,30,0.4365642052899178
60,2,300,35,0.45028697188791167
60,2,300,40,0.33286868465477193
60,2,300,45,0.36429505457514455
60,2,300,50,0.8231237427764599
60,3,12,0,0.7573713118500478
60,3,12,5,0.6867041052825366
60,3,12,10,0.6177115284743693
60,3,12,15,0.6568856329348725
60,3,12,20,0.6985898187048689
60,3,12,25,0.6839514398491886
60,3,12,30,0.4890422300072469
60,3,12,35,0.5232425607018951
60,3,12,40,0.34528995838786447
60,3,12,45,0.3825948293369773
60,3,12,50,0.7656131534288735
60,3,16,0,0.6989181144880315
60,3,16,5,0.636579482250884
60,3,16,10,0.5737542012277084
60,3,16,15,0.612336771592195
60,3,16,20,0.6493357204028873
60,3,16,25,0.6509032271453519
60,3,16,30,0.37224906368587607
60,3,16,35,0.39171757393678763
60,3,16,40,0.30961304992716354
60,3,16,45,0.3387253519711439
60,3,16,50,0.7562297325217114
60,3,20,0,0.6548715490477789
60,3,20,5,0.594720975506551
60,3,20,10,0.5394003129205762
60,3,20,15,0.5767261624215192
60,3,20,20,0.609829499302468
60,3,20,25,0.6165246131116768
60,3,20,30,0.34439271588957243
60,3,20,35,0.3627117591020915
60,3,20,40,0.30217993076829386
60,3,20,45,0.3288257538807375
60,3,20,50,0.7958479923035546
60,3,24,0,0.6344328552057297
60,3,24,5,0.5749663263903627
60,3,24,10,0.5240105920799949
60,3,24,15,0.5585915356530229
60,3,24,20,0.5893827452623465
60,3,24,25,0.6073641392431024
60,3,24,30,0.34441026938245833
60,3,24,35,0.3628136035069507
60,3,24,40,0.30208344280687316
60,3,24,45,0.3287382738855479
60,3,24,50,0.8211489985966776
60,3,28,0,0.6222541396890882
60,3,28,5,0.5627936219841632
60,3,28,10,0.515244858949366
60,3,28,15,0.5467038552911917
60,3,28,20,0.5757046587332284
60,3,28,25,0.6073543525715852
60,3,28,30,0.3444258422990589
60,3,28,35,0.3628972068201127
60,3,28,40,0.30200742701471317
60,3,28,45,0.3286693586465341
60,3,28,50,0.8211594011780095
60,3,32,0,0.6115063239700884
60,3,32,5,0.5517809587077479
60,3,32,10,0.5078107527866783
60,3,32,15,0.5367929969780407
60,3,32,20,0.5642512317789283
60,3,32,25,0.6073476421827511
60,3,32,30,0.34443769802613056
60,3,32,35,0.36295670450228745
60,3,32,40,0.3019551728263801
60,3,32,45,0.32862189461662783
60,3,32,50,0.8211667920582726
60,3,36,0,0.6122571082473778
60,3,36,5,0.5525547754089511
60,3,36,10,0.5085090880823995
60,3,36,15,0.5367952094268321
60,3,36,20,0.5642541213817766
60,3,36,25,0.6073427988217244
60,3,36,30,0.34444680209752787
60,3,36,35,0.36300014186763785
60,3,36,40,0.3019182286207463
60,3,36,45,0.32858856111109364
60,3,36,50,0.8211720572934477
60,3,40,0,0.6126052751686879
60,3,40,5,0.552913253570638
60,3,40,10,0.5088308600001514
60,3,40,15,0.536796756293054
60,3,40,20,0.5642561438352056
60,3,40,25,0.6073394335055016
60,3,40,30,0.3444533736978945
60,3,40,35,0.36303032676173586
60,3,40,40,0.30189324334542933
60,3,40,45,0.3285662315967377
60,3,40,50,0.8211756024287725
60,3,44,0,0.6126064819911401
60,3,44,5,0.5529152230543299
60,3,44,10,0.5088319352591457
60,3,44,15,0.5367977774963892
60,3,44,20,0.5642574821274781
60,3,44,25,0.6073372111905264
60,3,44,30,0.3444578547117929
60,3,44,35,0.3630505450436837
60,3,44,40,0.30187670731968613
60,3,44,45,0.3285514490186564
60,3,44,50,0.8211779736613604
60,3,48,0,0.6126071712389027
60,3,48,5,0.5529163533862439
60,3,48,10,0.5088325562188811
60,3,48,15,0.5367983707351307
60,3,48,20,0.5642582639377435
60,3,48,25,0.6073359093892492
60,3,48,30,0.34446054320403663
60,3,48,35,0.3630625896514035
60,3,48,40,0.30186691266095234
60,3,48,45,0.32854267499822953
60,3,48,50,0.8211793930439031
60,3,52,0,0.6126078710156968
60,3,52,5,0.5529175022524782
60,3,52,10,0.5088331883094863
60,3,52,15,0.5367989754138566
60,3,52,20,0.5642590617467729
60,3,52,25,0.6073345821910086
60,3,52,30,0.34446332512107913
60,3,52,35,0.3630749531429459
60,3,52,40,0.30185691626672884
60,3,52,45,0.32853371906291695
60,3,52,50,0.8211808491643753
60,3,300,0,0.6126091216771201
60,3,300,5,0.5529196304077613
60,3,300,10,0.5088344063074991
60,3,300,15,0.5368001842206649
60,3,300,20,0.564260712255756
60,3,300,25,0.6073317559643481
60,3,300,30,0.344469565851629
60,3,300,35,0.36310308512989187
60,3,300,40,0.301834196758715
60,3,300,45,0.3285131945584758
60,3,300,50,0.8211842412805628
60,4,12,0,0.7284270895892037
60,4,12,5,0.6342710923613774
60,4,12,10,0.5661502050739267
60,4,12,15,0.6027361109407948
60,4,12,20,0.6420600622459516
60,4,12,25,0.6198932292335533
60,4,12,30,0.34701280717698046
60,4,12,35,0.3570672392101113
60,4,12,40,0.295397364384114
60,4,12,45,0.32410153391812047
60,4,12,50,0.7442164191804214
60,4,16,0,0.669204298879377
60,4,16,5,0.5825576938831865
60,4,16,10,0.5251445407218348
60,4,16,15,0.5602983126806366
60,4,16,20,0.5944153356290911
60,4,16,25,0.5742373622475605
60,4,16,30,0.3016695151255391
60,4,16,35,0.3149363534060168
60,4,16,40,0.2883668895371103
60,4,16,45,0.3118749884467538
60,4,16,50,0.7493497958516263
60,4,20,0,0.6258052004633428
60,4,20,5,0.5438643329790442
60,4,20,10,0.4974668912947069
60,4,20,15,0.5310211890832415
60,4,20,20,0.5603480806727588
60,4,20,25,0.537989896505916
60,4,20,30,0.2937133030238698
60,4,20,35,0.30806953742225857
60,4,20,40,0.2884388934400327
60,4,20,45,0.31043102104335624
60,4,20,50,0.8093368061546815
60,4,24,0,0.611910035003386
60,4,24,5,0.5320332989178647
60,4,24,10,0.4897365159191224
60,4,24,15,0.5204408858686249
60,4,24,20,0.5475172368917177
60,4,24,25,0.5375110244188736
60,4,24,30,0.29341711720196706
60,4,24,35,0.3078228074969367
60,4,24,40,0.28800020307357416
60,4,24,45,0.3099949662806141
60,4,24,50,0.8171868462800449
60,4,28,0,0.6003627075048732
60,4,28,5,0.5221414712388337
60,4,28,10,0.48407997613231424
60,4,28,15,0.5121716035241706
60,4,28,20,0.5371687918117046
60,4,28,25,0.5374736057206533
60,4,28,30,0.2931833120206109
60,4,28,35,0.3076292918113903
60,4,28,40,0.2876514709397303
60,4,28,45,0.309648213576714
60,4,28,50,0.817199710301288
60,4,32,0,0.5927944164937069
60,4,32,5,0.5160770085510786
60,4,32,10,0.4807568020000863
60,4,32,15,0.5070443386210574
60,4,32,20,0.5307177876310274
60,4,32,25,0.5374493079117164
60,4,32,30,0.29303153648386854
60,4,32,35,0.30750362889746413
60,4,32,40,0.2874215342590336
60,4,32,45,0.3094183456717316
60,4,32,50,0.8172084374787187
60,4,36,0,0.5937372161539972
60,4,36,5,0.516657727293681
60,4,36,10,0.4813254422868104
60,4,36,15,0.5070428977512532
60,4,36,20,0.5307178985615646
60,4,36,25,0.5374306557598014
60,4,36,30,0.2929166828144414
60,4,36,35,0.30740988200516334
60,4,36,40,0.287250593926039
60,4,36,45,0.3092493697742868
60,4,36,50,0.8172148597758047
60,4,40,0,0.5939506510208943
60,4,40,5,0.5167845447976623
60,4,40,10,0.4814474176309269
60,4,40,15,0.5070419268976134
60,4,40,20,0.530717976289907
60,4,40,25,0.5374181003010354
60,4,40,30,0.29283976681182494
